,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
352,9040.283591,0.23,0.31,90826.0,0.09,0,0,12,0.3,0,0,0,0,1,1,1,0
32150,8180.292718000001,0.25,0.33,70016.805,0.09,0,2,12,0.38,0,5,0,0,0,2,0,1
48767,2362.245605,0.23,0.25,113278.0,0.12,0,0,12,0.3,2,5,1,0,0,1,1,2
46839,8587.417433,0.29,0.27,71260.83,0.09,0,2,12,0.38,0,5,1,1,0,1,1,1
9623,1030.292126,0.36,0.17,60668.0,0.09,0,0,12,0.3,2,5,1,0,1,1,1,2
838,16452.63912,0.05,0.34,113303.65,0.19,0,1,12,0.35,0,5,0,1,0,1,1,0
40901,4692.643711,0.2,0.22,37831.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,0
26283,9281.340801999999,0.13,0.2,59962.005,0.09,0,2,12,0.38,0,5,1,0,0,2,1,0
51939,5761.392529,0.15,0.24,113509.0,0.1,0,0,12,0.3,1,5,0,1,0,1,1,0
277,16381.32967,0.25,0.21,141154.0,0.11,0,0,12,0.3,0,0,0,0,0,1,1,0
9162,2093.542248,0.15,0.3,105504.0,0.15,0,0,12,0.3,2,5,1,1,1,2,1,0
37436,11461.34712,0.05,0.24,67655.295,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
22540,2477.103414,0.09,0.38,117055.2,0.06,0,1,12,0.35,2,5,1,0,1,2,1,0
17193,5245.551027,0.2,0.21,88514.35,0.06,0,1,12,0.35,1,5,0,0,0,1,1,1
20028,5976.623022,0.27,0.33,81739.71,0.08,0,2,12,0.38,1,5,0,0,0,2,1,2
28583,15364.98511,0.22,0.32,136903.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,2
16138,1809.6352920000002,0.29,0.33,105349.0,0.12,0,0,12,0.3,2,5,1,1,0,1,1,1
35536,20027.85986,0.05,0.26,124670.115,0.12,0,2,12,0.38,0,5,0,0,0,1,1,0
42274,989.0572877000001,0.24,0.34,51495.795,0.12,0,2,12,0.38,2,5,1,0,1,1,0,0
20278,2688.3600899999997,0.29,0.22,39159.0,0.09,0,2,12,0.38,1,5,0,0,1,2,1,0
20722,1226.706192,0.33,0.29,62909.19,0.09,0,2,12,0.38,2,5,1,0,0,1,1,1
25915,17139.18072,0.29,0.19,144718.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,0
11352,1289.989686,0.28,0.28,64412.28,0.13,0,2,12,0.38,2,5,1,0,1,1,1,0
48990,10020.44177,0.24,0.33,85422.195,0.08,0,2,12,0.38,0,5,0,0,0,1,1,0
19047,11828.43237,0.23,0.15,80750.0,0.1,0,1,12,0.35,0,5,1,0,0,2,0,1
40502,937.3048286000001,0.05,0.3,44747.28,0.09,0,2,12,0.38,2,5,0,0,0,2,1,0
37650,9812.873821,0.05,0.35,67727.115,0.1,0,2,12,0.38,0,5,1,0,0,1,0,2
56681,9925.176528,0.25,0.34,92101.55,0.07,0,1,12,0.35,0,5,0,0,0,1,1,0
28341,10530.01772,0.2,0.29,96132.4,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
38792,10107.60278,0.21,0.26,84736.0,0.08,0,0,12,0.3,0,5,1,0,1,2,1,0
41178,4356.576614,0.17,0.31,36293.895,0.13,0,2,12,0.38,0,5,1,0,0,1,1,0
34558,1762.6693850000001,0.26,0.37,88191.54,0.14,0,2,12,0.38,2,5,0,0,0,1,1,0
42541,1346.631623,0.29,0.25,74043.95,0.11,0,1,12,0.35,2,5,1,0,1,1,1,0
56680,9701.300365000001,0.25,0.34,96949.0,0.07,0,0,12,0.3,0,2,0,0,0,1,1,0
44721,10329.802679999999,0.22,0.18,82986.3,0.1,0,1,12,0.35,0,5,0,0,0,1,0,2
7310,562.6485113,0.25,0.3,30455.0,0.08,0,0,12,0.3,2,5,0,0,0,2,0,0
41999,7630.143197,0.22,0.34,67450.95,0.08,0,1,12,0.35,0,5,1,0,0,1,1,0
14066,12259.62854,0.2,0.36,131306.0,0.11,0,0,12,0.3,0,5,1,0,0,1,0,0
42413,1266.862193,0.23,0.32,57444.03,0.12,0,2,12,0.38,2,5,1,0,0,1,1,0
15830,2623.972472,0.24,0.24,119986.9,0.07,0,1,12,0.35,2,5,0,0,0,2,1,1
40051,10978.61868,0.21,0.32,98338.0,0.15,0,0,12,0.3,0,5,0,0,0,1,0,0
34124,1326.266645,0.25,0.18,55404.95,0.1,0,1,12,0.35,2,5,1,0,1,1,1,0
52466,946.3494347999999,0.3,0.28,54065.0,0.11,0,0,12,0.3,2,5,1,0,1,1,1,0
50244,10404.184809999999,0.39,0.25,115800.25,0.11,0,1,12,0.35,0,5,0,0,0,1,0,0
8098,2602.843466,0.27,0.29,132333.48,0.11,0,2,12,0.38,2,5,1,0,1,1,1,1
51892,1488.939249,0.25,0.29,71190.15,0.11,0,1,12,0.35,2,5,0,0,0,2,1,1
2138,2559.774535,0.05,0.34,96147.6,0.2,0,1,12,0.35,2,5,0,0,0,2,1,2
20635,12097.64774,0.22,0.26,104836.3,0.13,0,1,12,0.35,0,5,1,0,0,1,1,0
19058,16598.657730000003,0.17,0.24,125476.0,0.11,0,0,12,0.3,0,5,0,0,1,1,1,2
15797,4990.038669,0.23,0.23,47435.0,0.08,0,0,12,0.3,0,5,0,0,0,1,1,0
7064,11349.230379999999,0.24,0.19,88711.0,0.1,0,0,12,0.3,0,5,1,0,0,0,1,0
34543,12844.964590000001,0.3,0.28,105735.285,0.13,0,2,12,0.38,0,5,0,0,0,2,1,0
23544,1658.723315,0.24,0.32,95699.2,0.09,0,1,12,0.35,2,5,1,0,0,1,1,0
49562,2159.165608,0.26,0.26,110602.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,0
27758,6210.599475,0.18,0.21,75617.055,0.08,0,2,12,0.38,1,5,1,0,0,1,1,2
46233,11502.0851,0.22,0.29,113894.0,0.11,0,0,12,0.3,0,5,1,0,1,1,1,2
29719,12156.13887,0.25,0.33,136344.0,0.08,0,0,12,0.3,0,5,1,0,0,2,1,0
36678,15572.51685,0.25,0.22,118940.0,0.1,0,1,12,0.35,0,5,1,0,0,1,0,0
20191,1471.471597,0.34,0.36,92724.75,0.11,0,1,12,0.35,2,5,0,0,1,1,1,2
57584,11483.35157,0.18,0.31,98577.225,0.11,0,1,6,0.38,0,5,1,0,0,1,1,0
20683,7689.616781999999,0.27,0.19,59182.15,0.08,0,1,12,0.35,0,5,1,0,1,1,1,1
48918,6172.375983,0.26,0.33,61576.245,0.09,0,2,12,0.38,0,5,1,0,0,1,1,2
9792,2247.203199,0.2,0.2,79033.635,0.13,0,2,12,0.38,2,5,1,0,0,2,1,2
6384,2231.577369,0.3,0.27,124100.0,0.08,0,0,12,0.3,2,5,1,1,0,2,1,0
5024,13515.053930000002,0.05,0.39,98226.2,0.22,0,1,12,0.35,0,5,0,0,0,1,1,0
31444,2554.668086,0.18,0.39,22377.06,0.07,0,2,12,0.38,0,5,0,1,0,1,1,0
23341,4706.272566,0.33,0.32,118442.0,0.11,0,0,12,0.3,1,5,1,0,0,0,1,0
25432,9352.217114000001,0.38,0.21,91049.0,0.11,0,0,12,0.3,0,5,1,0,0,2,1,0
9727,4724.326739,0.21,0.24,101065.0,0.09,0,0,12,0.3,1,5,0,0,0,1,1,2
14670,5634.862513,0.29,0.25,52339.68,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
50608,1930.224028,0.29,0.3,113328.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,0
15876,7771.372813,0.25,0.4,73601.82,0.1,0,2,12,0.38,0,5,0,0,0,2,1,0
9690,13672.11893,0.2,0.28,100250.46,0.11,0,2,12,0.38,0,5,1,0,0,1,0,2
46724,736.2865975,0.26,0.29,36968.3,0.12,0,1,12,0.35,2,5,1,0,0,1,1,2
44862,8755.806001,0.26,0.34,96570.0,0.13,0,0,12,0.3,0,5,1,0,0,2,1,0
44561,7222.573415000001,0.23,0.41,71687.0,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
44404,8357.901362,0.23,0.23,66666.06,0.14,0,2,12,0.38,0,5,0,0,0,1,1,2
56598,2762.65306,0.27,0.28,155296.5,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
9606,5924.211439,0.23,0.26,107826.9,0.09,0,1,12,0.35,1,5,0,0,1,1,1,0
14933,10754.66707,0.25,0.23,80999.85,0.13,0,1,12,0.35,0,5,1,0,0,1,1,1
9591,9985.056218000002,0.18,0.27,79362.05,0.08,0,1,12,0.35,0,5,0,0,1,1,1,0
39448,2285.812446,0.05,0.22,87567.39,0.12,0,2,12,0.38,2,5,0,0,1,1,1,0
4720,9427.579844,0.05,0.3,57585.2,0.21,0,1,12,0.35,0,5,1,0,1,1,1,0
46577,2658.2731510000003,0.25,0.36,129228.975,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
19209,16568.25522,0.17,0.29,142732.0,0.09,0,0,12,0.3,0,5,1,1,1,1,1,0
15724,4393.14401,0.28,0.3,70055.28,0.08,1,2,12,0.38,1,5,1,0,1,1,1,2
36075,1642.2382599999999,0.19,0.2,62826.35,0.14,0,1,12,0.35,2,5,1,0,0,1,1,1
11865,14955.73853,0.29,0.33,151281.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
12859,4449.717815999999,0.28,0.32,96765.1,0.11,0,1,12,0.35,1,5,0,0,0,1,1,0
49618,1852.702961,0.24,0.31,112123.0,0.07,0,0,12,0.3,2,5,0,0,0,1,1,0
2423,3050.159387,0.2,0.29,111152.565,0.19,0,2,12,0.38,2,5,1,0,0,1,0,1
1819,6690.059929999999,0.24,0.35,66976.0,0.1,0,0,12,0.3,0,0,1,0,0,1,0,1
23566,18542.396380000002,0.22,0.26,134467.56,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
29420,583.0774776000001,0.29,0.33,38066.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,1
51215,2159.0178260000002,0.24,0.27,109868.0,0.09,0,0,12,0.3,2,5,1,0,0,1,1,1
47411,8195.082477,0.26,0.31,67181.625,0.12,0,2,12,0.38,0,5,1,0,0,1,1,2
39993,1830.602111,0.05,0.24,96327.72,0.06,0,2,12,0.38,2,5,0,0,0,1,1,0
16423,7070.15577,0.35,0.25,65395.15,0.09,0,1,12,0.35,0,5,1,1,0,1,1,0
5820,1119.298999,0.23,0.34,58624.5,0.11,0,1,12,0.35,2,5,1,0,0,0,1,0
6318,1656.133275,0.2,0.28,90587.0,0.08,0,0,12,0.3,2,5,1,1,1,1,1,2
27868,1806.975929,0.34,0.17,88598.9,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
51205,5658.5389350000005,0.22,0.29,77548.5,0.16,0,2,12,0.38,1,5,1,0,0,2,1,0
52256,8121.251748000001,0.23,0.36,81422.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,0
42827,1782.294995,0.25,0.23,68857.425,0.14,0,2,12,0.38,2,5,1,0,0,1,1,1
19327,1224.904573,0.32,0.38,77333.8,0.11,0,1,12,0.35,2,5,0,0,0,1,0,0
27651,491.57509510000006,0.18,0.33,25763.0,0.06,0,0,12,0.3,2,5,0,0,0,1,1,1
15474,12113.094079999999,0.33,0.29,107546.175,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
33112,2071.558235,0.23,0.25,84479.13,0.08,0,2,12,0.38,2,5,1,0,0,2,1,0
41779,9200.895498,0.16,0.23,69717.0,0.08,0,0,12,0.3,0,5,0,1,0,2,0,0
37327,2264.4937219999997,0.16,0.3,107335.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,1
35258,2098.836278,0.21,0.35,126035.0,0.11,0,0,12,0.3,2,5,0,0,0,2,1,0
38011,2245.3792359999998,0.05,0.35,109057.815,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
28177,7205.030790000001,0.25,0.22,52972.38,0.09,0,2,12,0.38,0,5,0,1,0,1,1,1
51932,7858.075089,0.22,0.23,57255.075,0.12,0,2,12,0.38,0,5,0,1,0,1,1,0
27545,11850.12297,0.27,0.22,102001.5,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
14609,13846.31938,0.22,0.34,135304.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,0
17068,1524.32846,0.13,0.33,51083.4,0.1,1,1,12,0.35,1,4,0,0,0,1,0,0
1051,13476.02334,0.2,0.29,91169.505,0.22,0,2,12,0.38,0,5,1,0,0,1,1,2
46998,1333.67125,0.31,0.33,78886.0,0.14,0,0,12,0.3,2,5,1,0,0,1,1,1
16655,11895.50923,0.27,0.31,102431.565,0.13,0,2,12,0.38,0,5,1,0,1,2,1,0
4481,3109.833403,0.05,0.24,102291.25,0.19,0,1,12,0.35,2,5,1,0,0,2,0,1
49749,2896.4010120000003,0.16,0.38,144193.85,0.09,0,1,12,0.35,2,5,1,0,0,2,1,0
33403,2331.720849,0.2,0.27,94030.335,0.08,0,2,12,0.38,2,5,1,0,0,1,1,2
5597,2294.435421,0.31,0.34,112410.27,0.14,0,2,12,0.38,2,5,0,0,0,0,1,1
38134,1472.911768,0.18,0.29,72845.0,0.11,0,0,12,0.3,2,5,0,0,0,0,1,0
4753,1883.7171219999998,0.05,0.18,66041.15,0.19,0,1,12,0.35,2,5,1,0,0,1,1,1
40754,2257.615091,0.28,0.17,110611.35,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
41858,1859.4786829999998,0.25,0.23,82724.1,0.1,0,1,12,0.35,2,5,0,0,0,2,1,2
19163,2588.904559,0.19,0.4,122063.22,0.11,0,2,12,0.38,2,5,1,0,0,2,1,0
13795,13477.714759999999,0.22,0.27,113896.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,1
47112,8637.603678,0.32,0.37,111571.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
24454,1339.354557,0.2,0.33,72509.7,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
16434,4681.403477000001,0.35,0.27,115199.0,0.09,0,0,12,0.3,1,5,1,0,0,1,1,0
12382,1649.149933,0.24,0.37,78219.675,0.12,0,2,12,0.38,2,5,0,1,0,1,1,1
16858,2811.8360559999996,0.21,0.31,142852.0,0.12,0,0,12,0.3,2,5,1,0,0,2,1,0
38908,9276.561569,0.05,0.36,73444.5,0.12,0,2,12,0.38,0,5,1,0,1,2,1,1
41022,1279.0498,0.33,0.26,67506.05,0.08,0,1,12,0.35,2,5,0,0,0,1,1,0
43350,1223.828569,0.19,0.41,67637.15,0.07,0,1,12,0.35,2,5,1,0,1,1,1,0
3027,1625.810899,0.21,0.36,93206.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,2
4209,3337.3668350000003,0.2,0.31,123075.54,0.21,0,2,12,0.38,2,5,0,0,1,1,1,0
31612,11277.23426,0.26,0.36,115629.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,0
51218,6620.725556,0.25,0.29,69432.0,0.09,0,0,12,0.3,0,5,0,0,0,1,0,1
30010,6724.832362,0.3,0.32,62483.4,0.06,0,2,12,0.38,0,5,0,0,1,1,1,0
4857,2716.858219,0.2,0.11,69262.695,0.18,0,2,12,0.38,2,5,1,0,0,1,1,0
23196,2784.316841,0.23,0.3,116273.16,0.13,0,2,12,0.38,2,5,1,0,0,1,1,0
12814,6643.792328,0.17,0.34,61205.65,0.12,0,1,12,0.35,0,5,0,0,0,2,1,0
13731,5307.446940999999,0.27,0.31,84255.975,0.07,0,2,12,0.38,1,5,0,0,0,1,1,2
15156,1992.8358230000001,0.18,0.24,75309.255,0.08,0,2,12,0.38,2,5,0,0,1,1,1,0
32652,3199.066805,0.13,0.21,121797.6,0.08,0,1,12,0.35,2,5,0,0,0,1,1,1
18058,13881.30156,0.22,0.28,120027.0,0.09,0,0,12,0.3,0,5,1,0,1,1,1,0
13015,12001.23533,0.3,0.31,112039.2,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
31356,8535.189403,0.29,0.34,90802.0,0.11,0,0,12,0.3,0,5,1,0,0,2,0,0
17136,2729.333518,0.21,0.3,82327.0,0.09,1,1,12,0.35,1,4,0,0,0,1,1,2
41360,2222.738175,0.27,0.34,126208.45,0.08,0,1,12,0.35,2,5,0,0,1,2,1,0
47489,12904.382370000001,0.24,0.28,101428.65,0.09,0,1,6,0.38,0,5,1,0,0,1,1,0
10828,15161.27279,0.21,0.31,124275.2,0.1,0,1,12,0.35,0,5,1,0,0,1,1,1
23058,1502.260169,0.37,0.35,100950.0,0.13,0,0,12,0.3,2,5,1,0,0,1,0,0
13815,874.4127937000001,0.26,0.32,48431.0,0.11,0,0,12,0.3,2,5,0,1,0,1,0,0
35777,1631.277824,0.28,0.25,86982.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,1
22689,11984.78912,0.28,0.23,119623.0,0.1,0,0,12,0.3,0,5,1,0,1,1,0,1
30126,2040.924289,0.27,0.12,72149.175,0.12,0,2,12,0.38,2,5,0,0,1,1,1,0
57284,903.5475251,0.28,0.46,64127.565,0.06,0,2,12,0.38,2,5,1,0,0,1,1,0
46906,5982.331783,0.27,0.34,69981.0,0.08,0,0,12,0.3,0,5,0,1,1,1,1,0
45977,8712.003298,0.31,0.21,68740.29,0.09,0,2,12,0.38,0,5,1,0,0,2,1,0
34206,1597.972101,0.26,0.19,59480.64,0.14,0,2,12,0.38,2,5,1,1,0,1,1,2
5291,5386.699686999999,0.2,0.36,41447.835,0.19,0,2,12,0.38,0,5,1,0,1,1,1,1
38077,6548.079085,0.05,0.24,44858.43,0.09,0,2,12,0.38,0,5,0,0,0,1,1,0
56520,6855.747644,0.16,0.3,123029.75,0.12,0,1,12,0.35,1,5,1,0,0,1,0,0
2687,24692.33026,0.05,0.15,122189.0,0.23,0,1,12,0.35,0,5,1,0,1,1,1,0
52216,323.5265214,0.21,0.25,14388.795,0.11,0,2,12,0.38,2,5,1,1,0,1,0,2
32074,3656.01951,0.28,0.3,34905.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,2
19000,2073.5783109999998,0.32,0.36,109178.37,0.11,0,2,12,0.38,2,5,0,0,0,2,0,0
1047,9708.572078,0.05,0.17,115989.3,0.2,0,1,12,0.35,1,5,1,1,0,1,1,0
4725,6452.882681,0.28,0.22,63582.0,0.1,0,0,12,0.3,0,5,1,1,0,1,1,1
30234,2468.5535010000003,0.25,0.31,126842.67,0.1,0,2,12,0.38,2,5,0,0,0,1,1,1
19883,12891.334340000001,0.22,0.36,123141.0,0.11,0,0,12,0.3,0,5,0,0,0,1,0,0
18475,5861.612722,0.15,0.32,104217.85,0.1,0,1,12,0.35,1,5,1,1,0,0,1,0
51501,1832.436253,0.26,0.25,77757.12,0.08,0,2,12,0.38,2,5,1,0,0,1,1,0
53094,1576.396406,0.24,0.3,89168.9,0.08,0,1,12,0.35,2,5,1,1,0,0,1,0
52621,4807.967065,0.25,0.26,43187.0,0.11,0,0,12,0.3,0,5,0,1,0,1,1,0
36797,2380.3288620000003,0.23,0.28,43725.65,0.11,0,1,12,0.35,1,5,0,0,1,1,1,2
13892,6195.348621,0.3,0.44,76762.755,0.11,0,2,12,0.38,0,5,1,1,1,1,0,1
52957,11303.63322,0.27,0.2,96621.84,0.08,0,2,12,0.38,0,5,1,0,1,0,1,0
24575,7401.987106999999,0.26,0.35,77660.6,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
54721,12180.042220000001,0.26,0.25,101591.1,0.11,0,1,12,0.35,0,5,1,0,0,2,1,0
9786,5272.891493,0.23,0.36,46823.22,0.12,0,2,12,0.38,0,5,0,0,1,0,1,2
16652,1896.528386,0.23,0.32,95447.07,0.11,1,2,12,0.38,2,5,1,0,1,2,1,0
3538,15459.08829,0.05,0.33,107584.65,0.16,0,1,12,0.35,0,5,0,0,0,1,1,0
21798,2440.056987,0.19,0.38,129198.195,0.1,0,2,12,0.38,2,5,0,0,1,1,1,0
29929,14139.969319999998,0.22,0.31,111971.655,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
59171,7939.904248000001,0.26,0.27,67325.265,0.07,0,2,12,0.38,0,5,0,0,0,1,1,0
28133,1882.9807600000001,0.24,0.29,38272.0,0.11,0,0,12,0.3,1,5,1,0,0,1,1,0
54511,8403.308108,0.26,0.34,87043.75,0.13,0,0,6,0.35,1,5,0,0,0,2,1,1
26450,4510.86248,0.21,0.32,91043.25,0.09,0,1,12,0.35,1,5,1,0,1,2,1,2
3944,3782.637053,0.05,0.26,126719.55,0.2,0,1,12,0.35,2,5,0,0,0,1,1,0
23355,2137.935839,0.27,0.36,103000.995,0.13,0,2,12,0.38,2,5,1,0,0,1,0,1
35429,3025.1050969999997,0.2,0.34,31704.0,0.1,0,0,12,0.3,0,5,1,0,1,1,0,0
43169,9720.911051000001,0.31,0.23,77977.71,0.1,0,2,12,0.38,0,5,1,1,0,1,1,0
3928,8012.651287000001,0.25,0.31,75883.0,0.08,0,0,12,0.3,0,5,1,0,0,0,1,1
32608,8459.928684999999,0.14,0.38,104614.38,0.06,0,2,12,0.38,1,5,0,0,0,2,1,1
23667,1717.350662,0.23,0.28,92361.85,0.09,0,1,12,0.35,2,5,0,0,0,1,0,0
20125,6789.7524,0.3,0.4,82318.45,0.11,0,1,12,0.35,0,5,1,0,0,1,0,0
53090,1686.2049170000003,0.29,0.44,120516.0,0.13,0,0,12,0.3,2,5,0,0,0,1,1,2
15615,8803.232211,0.16,0.28,72682.0,0.06,0,0,12,0.3,0,5,0,0,0,2,1,0
58213,8005.3861400000005,0.3,0.33,86916.45,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
28852,1487.47966,0.31,0.25,77132.97,0.09,0,2,12,0.38,2,5,1,0,0,2,1,1
51863,13563.75375,0.18,0.28,113632.065,0.09,0,2,12,0.38,0,5,0,0,0,2,1,0
56526,13661.45142,0.32,0.32,139275.7,0.09,0,1,12,0.35,0,5,1,0,0,2,1,0
42342,5386.5051920000005,0.13,0.35,67940.865,0.13,0,2,12,0.38,1,5,1,0,0,1,1,0
35028,3020.604997,0.33,0.34,77718.0,0.07,0,0,12,0.3,1,5,0,1,0,0,1,2
10110,1815.424982,0.27,0.38,113244.0,0.09,0,0,6,0.3,2,5,0,0,0,1,1,0
52646,6299.753873,0.23,0.33,130226.0,0.06,0,1,12,0.35,1,5,0,0,1,1,1,0
10316,16914.37408,0.21,0.3,131552.865,0.09,0,2,12,0.38,0,5,0,0,0,1,1,1
13717,2390.718611,0.14,0.43,136803.0,0.1,0,0,12,0.3,2,5,0,1,0,1,0,0
24218,1055.903069,0.26,0.26,53399.0,0.12,0,0,12,0.3,2,5,1,0,0,2,1,0
2450,2697.543819,0.2,0.35,93371.13,0.19,0,2,12,0.38,2,5,1,0,0,1,1,0
54087,1961.596557,0.25,0.12,69353.325,0.09,0,2,12,0.38,2,5,1,0,0,1,1,2
49755,12935.12412,0.17,0.31,101843.8,0.09,0,1,12,0.35,0,5,1,0,0,0,0,1
50343,1138.930447,0.28,0.17,52137.9,0.08,0,1,12,0.35,2,5,1,0,0,1,1,0
31107,14137.756780000002,0.29,0.27,115205.265,0.11,0,2,12,0.38,0,5,1,0,0,2,1,0
33662,1757.525929,0.25,0.39,109167.0,0.08,0,0,12,0.3,2,5,1,0,0,1,0,0
2305,14739.62931,0.05,0.26,97137.5,0.22,0,1,12,0.35,0,5,1,0,0,1,1,0
54995,10719.415490000001,0.12,0.35,91002.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,1
33469,8701.77622,0.34,0.31,82183.455,0.09,0,2,12,0.38,0,5,1,1,0,1,1,1
9563,11406.74281,0.29,0.3,113520.06,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
57811,11815.91365,0.15,0.24,90370.0,0.12,0,0,12,0.3,0,2,1,0,0,1,0,0
59204,2298.755784,0.21,0.28,108450.765,0.09,0,2,12,0.38,2,5,1,0,0,0,1,0
13469,8625.145928,0.23,0.38,77705.82,0.09,0,2,12,0.38,0,5,1,0,1,1,1,1
21269,10146.46642,0.26,0.31,83178.675,0.12,0,2,12,0.38,0,5,1,0,0,1,1,1
4305,8563.657935,0.2,0.39,110613.915,0.2,0,2,12,0.38,1,5,1,0,1,1,1,1
26984,5109.850149,0.26,0.29,108623.0,0.09,0,0,12,0.3,1,5,1,0,0,1,1,0
5200,1630.410181,0.05,0.36,72626.55,0.2,0,1,12,0.35,2,5,1,0,0,1,1,0
14400,9483.166225,0.3,0.35,116390.0,0.09,0,0,12,0.3,0,5,0,0,1,2,1,0
8818,2292.4573969999997,0.27,0.27,114692.55,0.06,0,1,12,0.35,2,5,1,0,1,1,0,2
14091,10523.59177,0.17,0.35,104011.7,0.06,0,1,12,0.35,0,5,0,0,0,2,1,2
55647,2350.010884,0.21,0.32,101150.775,0.1,0,2,12,0.38,2,5,1,0,0,1,1,0
23255,9109.148933,0.22,0.37,84360.0,0.08,0,1,12,0.35,0,5,0,0,0,1,1,0
4042,2683.589414,0.05,0.23,87124.5,0.19,0,1,12,0.35,2,5,1,0,0,1,1,0
7557,3895.512588,0.26,0.28,88623.0,0.05,0,0,12,0.3,1,5,1,0,1,1,1,0
43161,10712.95404,0.28,0.32,119990.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,1
11784,8903.033637999999,0.33,0.23,82335.645,0.13,0,1,6,0.38,0,5,1,1,0,1,1,0
47892,8595.801205,0.23,0.28,69276.85,0.1,0,1,12,0.35,0,5,1,1,1,1,0,0
58622,1041.603692,0.26,0.37,66011.7,0.1,0,1,12,0.35,2,5,1,0,1,1,1,1
3141,1695.044547,0.3,0.31,101722.0,0.1,0,0,12,0.3,2,5,1,0,1,2,1,0
168,9468.539169,0.05,0.36,62738.95,0.22,0,1,12,0.35,0,5,0,0,1,0,1,2
35677,1319.750982,0.05,0.39,81028.35,0.1,0,2,12,0.38,2,5,0,0,0,2,1,0
54595,1411.90995,0.25,0.42,95897.75,0.1,0,1,12,0.35,2,5,1,0,0,1,1,2
56708,10689.41364,0.19,0.26,94203.9,0.07,0,1,12,0.35,0,5,1,0,0,2,1,0
31638,12111.10701,0.19,0.3,106627.905,0.08,0,2,12,0.38,0,5,1,0,0,1,1,0
14239,1740.560945,0.24,0.26,79408.125,0.14,0,1,6,0.38,2,5,0,0,0,1,1,0
55159,6217.795628,0.22,0.23,75398.175,0.14,0,2,12,0.38,1,5,0,0,0,1,1,1
21778,12715.9828,0.31,0.26,126430.0,0.09,0,0,12,0.3,0,5,0,1,1,2,1,0
1141,16454.879080000002,0.05,0.37,125321.15,0.24,0,1,12,0.35,0,5,0,0,0,1,1,0
51119,18058.53051,0.23,0.28,155324.0,0.11,0,0,12,0.3,0,5,1,0,0,2,1,0
25454,10358.26873,0.25,0.26,87181.5,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
56299,2019.8984039999998,0.31,0.27,108698.05,0.09,0,1,12,0.35,2,5,1,0,0,1,1,1
29101,16944.86563,0.17,0.27,124865.91,0.05,0,2,12,0.38,0,5,0,0,0,1,1,1
4761,3110.758231,0.27,0.28,66102.0,0.09,0,0,12,0.3,1,5,0,0,0,2,1,0
18101,1569.323638,0.15,0.25,70800.65,0.13,0,1,12,0.35,2,5,1,0,0,0,1,0
29487,2050.066266,0.26,0.37,115068.75,0.08,0,1,12,0.35,2,5,1,0,1,1,1,0
4587,9475.715162999999,0.24,0.34,91734.0,0.09,0,0,12,0.3,0,5,1,0,0,0,1,0
33066,13924.449209999999,0.17,0.34,119826.35,0.09,0,1,12,0.35,0,5,0,0,0,1,1,0
